0,1
"RandomForestRegressor(max_depth=20, random_state=42)","{'n_estimators': 100, 'max_depth': 20, 'feature_subset': ['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']}"
"RandomForestRegressor(max_depth=20, random_state=42)","{'n_estimators': 100, 'max_depth': 20, 'feature_subset': ['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']}"
"RandomForestRegressor(max_depth=20, n_estimators=200, random_state=42)","{'n_estimators': 200, 'max_depth': 20, 'feature_subset': ['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']}"
"RandomForestRegressor(max_depth=20, n_estimators=200, random_state=42)","{'n_estimators': 200, 'max_depth': 20, 'feature_subset': ['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=200, random_state=42)","{'n_estimators': 200, 'max_depth': 20, 'feature_subset': ['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=50, random_state=42)","{'n_estimators': 50, 'max_depth': 20, 'feature_subset': ['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=50, random_state=42)","{'n_estimators': 50, 'max_depth': 20, 'feature_subset': ['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=50, random_state=42)","{'n_estimators': 50, 'max_depth': 20, 'feature_subset': ['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, random_state=42)","{'n_estimators': 100, 'max_depth': 20, 'feature_subset': ['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, random_state=42)","{'n_estimators': 100, 'max_depth': 20, 'feature_subset': ['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, random_state=42)","{'n_estimators': 100, 'max_depth': 20, 'feature_subset': ['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=200, random_state=42)","{'n_estimators': 200, 'max_depth': 20, 'feature_subset': ['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=200, random_state=42)","{'n_estimators': 200, 'max_depth': 20, 'feature_subset': ['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=200, random_state=42)","{'n_estimators': 200, 'max_depth': 20, 'feature_subset': ['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=200, random_state=42)","{'n_estimators': 200, 'max_depth': 20, 'feature_subset': ['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=200, random_state=42)","{'n_estimators': 200, 'max_depth': 20, 'feature_subset': ['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=200, random_state=42)","{'n_estimators': 200, 'max_depth': 20, 'feature_subset': ['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=200, random_state=42)","{'n_estimators': 200, 'max_depth': 20, 'feature_subset': ['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=200, random_state=42)","{'n_estimators': 200, 'max_depth': 20, 'feature_subset': ['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=200, random_state=42)","{'n_estimators': 200, 'max_depth': 20, 'feature_subset': ['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
"RandomForestRegressor(max_depth=20, n_estimators=200, random_state=42)","{'n_estimators': 200, 'max_depth': 20, 'feature_subset': ['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']}"
