Model,Params,MSE_val,MAE_train,MAE_val,RMSE_train,RMSE_val,R2_train,R2_val,feature_subset
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",2.1211766262626215,0.5024007915131578,1.156181294325857,0.7030346216771892,1.4564259769252337,0.6218482422592585,-0.6222022448299307,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 20}",2.156008677912494,0.5107333873772303,1.1627681423690936,0.7144164601493326,1.468335342458423,0.6095115481066447,-0.6533217857592539,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",2.128458544575458,0.5081119980272116,1.1570295742697898,0.7102386408068562,1.458923762427447,0.6141126183270388,-0.6302778699080729,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",2.1359219413126955,0.5071747732916048,1.1594768635879313,0.7087579129988777,1.4614793673920599,0.615683432741718,-0.6353376725866011,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",2.1142244746981644,0.5070835654159919,1.1547041584180155,0.7087551833532616,1.4540373016873276,0.615686189878605,-0.616783929375976,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20}",1.681236140409071,0.5780272410291363,0.9726029013730313,0.8075775323980803,1.2966249035126045,0.5012446422672023,-0.23237638573895256,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",1.6430853943236061,0.5772361271853428,0.9705844775800486,0.8059450721453653,1.2818289255293025,0.5032118456448345,-0.20250505398859098,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",1.6544950587505012,0.5772550543060635,0.9710725146750111,0.8060400501283802,1.286271767065771,0.5031388902593651,-0.21183758301284758,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",1.6494021765758478,0.5771004724491013,0.9716343242652199,0.8063309274177402,1.284290534332418,0.5028184407699737,-0.20842261610133841,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 20}",1.6717928026283668,0.5782097640303278,0.9702762419973288,0.808269851916302,1.2929782684285018,0.5003994158758169,-0.22365627578812777,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",1.651744831224674,0.5773658873212608,0.973024573446468,0.8066170747126734,1.2852022530421716,0.5023939724988373,-0.2100617168249606,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",1.6538732359865962,0.577384682190232,0.9710891232097589,0.8066664311988967,1.286030029193174,0.5023795149884183,-0.21141016515357197,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",1.6484028409353437,0.5772154154892978,0.9714844160670995,0.8069117865410398,1.2839014140249803,0.5021090030049086,-0.20750613502710855,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 20}",1.5850441352730829,0.5791864862779315,0.9571458693745774,0.8120110540511893,1.2589853594355587,0.49581359808236825,-0.16130427620385787,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",1.5889022492358942,0.5782721060281747,0.9616484945381036,0.810428704940468,1.2605166596423445,0.49774641300815625,-0.16568359943938393,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",1.5895243031193385,0.5782042319405477,0.9615733479485518,0.8102321200930636,1.2607633810986654,0.4980155655488043,-0.1665009769516343,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",1.5905788052079222,0.5779384216850775,0.9623228799488694,0.8102074550860638,1.2611815116024823,0.49805583174143053,-0.16760916616297722,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 20}",1.581320829465883,0.5791896541679884,0.9563944303779217,0.8120416043307468,1.2575057969909653,0.4957772385432524,-0.15760777020133096,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",1.587707407311348,0.5782763135924711,0.9612469658962173,0.8104485557172196,1.2600426212280869,0.49772253976863884,-0.16471705193675326,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",1.5867286454908784,0.5782158356343141,0.9607620581776763,0.8102781705345525,1.2596541769433698,0.49795912297809153,-0.1640555479531715,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",1.588996133294506,0.5779450666621961,0.9618413814321056,0.8102550343544023,1.2605538994007777,0.4979964698302438,-0.1661396707218983,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20}",1.89315565817392,0.4819128032460537,1.0393413970414858,0.6449214595198184,1.3759199315999169,0.6807441780666481,-0.3961974408870509,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",1.8647389363141398,0.47993906894193716,1.0331116955227577,0.6395316382609855,1.3655544428231852,0.6859137039994667,-0.375263453920605,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",1.8979576950084338,0.4795995289597969,1.0401793902042074,0.6383647417940848,1.377663854141653,0.6871064057154388,-0.40152286915072144,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",1.8833343590202105,0.4801602788469555,1.0393848872380076,0.6394897085205856,1.3723462970475822,0.6860434219562511,-0.3893469224909093,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 20}",1.9196455157436958,0.4917918967955438,1.0484361022627309,0.6636636295624689,1.3855127266624785,0.6624824580120872,-0.42607490766193773,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",1.8676313086038485,0.489425837049676,1.0360237233046674,0.6585527383170531,1.3666130793329356,0.6675385457576037,-0.38177211784762577,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",1.8669165969498858,0.4890770792686072,1.0352950555508755,0.6576450927831062,1.3663515641846669,0.6685159036056276,-0.37796953479200635,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",1.8498269949377524,0.4895981059133333,1.0327915277588113,0.65898765966666,1.3600834514608846,0.6671675433899956,-0.36408190932452567,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 20}",1.7599065557119462,0.4994413773296139,1.01874116967601,0.6923522440055019,1.3266146975335176,0.6331631074914796,-0.29769859121466247,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",1.750030423390617,0.49748833343521415,1.016515593989388,0.6884183868264946,1.3228871544431207,0.6372056889760636,-0.29219850114235374,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",1.7348922220354959,0.4968322795785909,1.012355713827349,0.6874242228896412,1.3171530746407176,0.6383024277796174,-0.2784581813629682,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",1.7215348166649305,0.49715703520942833,1.0086089475445057,0.6879113121406111,1.3120727177504037,0.6378110263070251,-0.26863465445867163,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 20}",1.6972304135090124,0.5010636313635637,1.0024153434507994,0.6947489758552545,1.3027779601716527,0.6306616155947866,-0.24306545846397215,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",1.7023604637542957,0.49905478631280664,1.0033100175113587,0.691170315722332,1.304745363568806,0.6343481015472433,-0.25034204553393646,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",1.709839138426943,0.49840096497679054,1.00522614133141,0.690284053788387,1.3076081746559032,0.635332024933942,-0.25700624130108896,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",1.7139228641150743,0.4987287721864264,1.0068161647011011,0.6907997256746212,1.3091687683851438,0.63480399032076,-0.2618031341821544,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20}",2.1244607317179565,0.35702552989964553,1.0985990180970995,0.48239356481894824,1.457552994480117,0.8213698393577136,-0.5748579553139874,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",2.068158752392436,0.3540906549239459,1.0872887186041762,0.47337922789741105,1.438109436862312,0.8277135239039252,-0.5311247041028049,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",2.0997327901458434,0.3529278365793761,1.0950058011890214,0.46972286889760817,1.449045475527198,0.8303845675437733,-0.554490524714897,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",2.0731692038240177,0.35348224332876066,1.0917145288567593,0.4707468728027699,1.439850410224624,0.8296820967963543,-0.5325703002958397,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 20}",2.04698772274884,0.4042226815449518,1.0842828591250058,0.5469927766698693,1.4307297867692697,0.7710338547705406,-0.5139655128461244,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",1.99031625966154,0.40114327912836484,1.0722469926366827,0.5397522393870414,1.4107856887782566,0.7769269388385467,-0.46987928316579625,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",2.011681613996655,0.399777230268821,1.0766120931001533,0.5365761154138394,1.418337623415756,0.779590728919838,-0.4855319384834982,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",1.9876545625110118,0.40006614245049965,1.0740606070208099,0.537541251491055,1.4098420345950151,0.7788010718604995,-0.46708183520492946,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 20}",1.8369212475935273,0.4277846478585271,1.0474646680982116,0.608007705778347,1.355330678319327,0.7173609244998039,-0.3537246886528508,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",1.8429820296168504,0.4241828497012275,1.0468513323801223,0.6021082209485746,1.3575647423297537,0.7227427667309503,-0.36373432142589746,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",1.8392822574563814,0.42275701138277305,1.0473788684104577,0.5999899047057264,1.356201407408347,0.7247290618798141,-0.35926044877006735,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",1.8180819108599737,0.42278422801707505,1.04188320691059,0.6000219933230315,1.3483626777910955,0.7247191467027937,-0.3415357119160786,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 20}",1.862724633824468,0.4336053806293579,1.0508755796223717,0.6149894556381321,1.3648167033797864,0.7108428935167573,-0.37896409790230856,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",1.8226316896478216,0.4300613069803512,1.0405331661742494,0.6096942136494663,1.3500487730625963,0.7157370818547444,-0.347224825672785,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",1.8191354406484341,0.42869506409432434,1.040937480352715,0.6077239996127808,1.3487532912465623,0.7176097282113116,-0.3425504093700271,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",1.8014060524299838,0.4287485337644219,1.0363654928558075,0.6077346744380692,1.3421646890117411,0.7176188983976006,-0.32781727974117036,"['days_since_election', 'seats', 'state_market']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20}",1.5622744955068526,0.5905659019237242,0.9516733015856644,0.8336999759747068,1.2499097949479605,0.4687809397600352,-0.1435712965417808,"['seats', 'state_market', 'block_left', 'block_right']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",1.5712402674617656,0.5906178627120964,0.9549652782683734,0.8334589706766034,1.2534912315057356,0.4690794046232108,-0.1502464886396943,"['seats', 'state_market', 'block_left', 'block_right']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",1.5710246043899323,0.5906541446827072,0.9549678666500387,0.8333841447587415,1.2534052035913734,0.46917939327128066,-0.150960212063343,"['seats', 'state_market', 'block_left', 'block_right']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",1.565800252747774,0.5906342191859651,0.953575920419875,0.8332962146054591,1.2513194047675333,0.4692913189343675,-0.14620113890041084,"['seats', 'state_market', 'block_left', 'block_right']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 20}",1.5622744955068526,0.5905659019237242,0.9516733015856644,0.8336999759747068,1.2499097949479605,0.4687809397600352,-0.1435712965417808,"['seats', 'state_market', 'block_left', 'block_right']"
