,Model,Params,MSE_val,MAE_train,MAE_val,RMSE_train,RMSE_val,R2_train,R2_val,feature_subset
1321,LSTM,"{'units': 5, 'epochs': 10, 'batch_size': 32, 'dropout_rate': 0.5}",0.5729311663721196,1.6343933541100042,1.8090146466937387,1.9644782609343303,0.7569221666539563,-3.4526867889300727,-4.347130929705489,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'state_market']"
1370,LinearRegression,{'fit_intercept': True},1.1465084745235372,0.7171675039644766,0.8169035591454396,0.9825286486104406,1.070751359804664,0.2687707378222359,0.13574593340025545,"['days_since_election', 'seats', 'block_left', 'block_right', 'state_market']"
496,RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20}",0.829231211392966,0.5855529270498943,0.6676108162540451,0.8303324408983036,0.9106213326037151,0.47857804700605316,0.3462072214574407,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'state_market']"
1057,XGBoost,"{'learning_rate': 0.02, 'max_depth': 5, 'n_estimators': 200}",0.8264977409515414,0.5875978593232855,0.6678025735381593,0.8313467607039549,0.9091192116282338,0.47734046598638374,0.35053291913816176,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'state_market']"
